relLat,relLong,Origin,Cluster,Cluster_Name
32.27593668,13.893473285714286,Hermopolis (?),7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
31.395000000000003,13.696428571428571,Andromachis und Hermopolis (Arsinoites),7,Hermopolites
31.395000000000003,13.696428571428571,Andromachis und Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
28.47,13.464285714285714,Provenance unknown,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis (?),7,Hermopolites
32.27593668,13.893473285714286,Hermopolites (?),7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
28.47,13.464285714285714,Provenance Unknown,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.38314729,13.98834032142857,Thmuis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Koites (Herakleopolites),7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites (?),7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
32.27593668,13.893473285714286,Hermopolis,7,Hermopolites
32.27593668,13.893473285714286,Hermopolites,7,Hermopolites
